win,kills,deaths,assists,gold,dmg,tower,minions,barons,dragons,ttk,tik,ft,fb,vision,ltspl,dto,g_delt,xp_delt,mmr,gold_diff,xp_diff,dmg_diff,kills_diff,kda_diff,vision_score_diff
1,32,20,46,51069,63249,9,494,0.0,1.0,9.0,3.0,0.0,0.0,163,3279,37707,2334.7000000000003,1593.1999999999998,30.800000000000182,3725,269.9999999999998,9864,12,2.05625,56
1,22,18,41,55014,77172,6,735,0.0,2.0,7.0,1.0,0.0,0.0,212,3296,24494,2002.1,1408.8,103.40000000000009,2938,-182.10000000000014,15373,4,1.7727272727272727,32
1,25,14,27,46094,56804,5,499,0.0,1.0,6.0,0.0,1.0,0.0,140,2734,29438,2261.8999999999996,1508.5,-51.600000000000364,9700,146.39999999999986,11560,11,2.7142857142857144,41
1,27,11,43,43135,49786,9,473,0.0,2.0,9.0,2.0,1.0,0.0,94,2128,8647,0.0,0.0,238.0,13880,-1320.1999999999998,16030,16,5.437710437710438,37
1,21,10,45,45059,49462,9,490,0.0,3.0,9.0,2.0,1.0,0.0,104,2033,37616,2426.4,1457.1999999999998,-192.20000000000027,12191,155.5,8245,11,5.409523809523809,47
1,28,18,67,52701,83195,6,523,0.0,3.0,6.0,1.0,0.0,0.0,174,3700,42527,1937.9999999999998,1177.4,91.19999999999982,6350,-227.69999999999982,19788,10,3.492063492063492,23
1,29,10,38,53293,61224,6,540,1.0,3.0,6.0,1.0,1.0,1.0,135,1968,46808,2456.3999999999996,1301.1,68.0,16454,-17.700000000000273,21626,19,5.906896551724138,26
1,51,36,79,85105,173366,10,786,3.0,2.0,10.0,3.0,0.0,1.0,263,3054,88113,1871.9,1516.6999999999998,8.599999999999909,9559,76.19999999999982,48026,15,1.7875816993464053,23
1,42,30,64,79521,139990,8,892,2.0,4.0,8.0,1.0,1.0,1.0,240,2755,72627,2088.1,1591.7999999999997,5.399999999999636,6765,94.59999999999991,20759,12,1.8428571428571427,32
1,23,13,43,51190,73827,9,601,1.0,2.0,10.0,2.0,1.0,1.0,171,1900,45957,2307.3,1172.1,5.200000000000273,13134,-222.30000000000018,28750,10,3.816053511705685,72
1,42,31,49,56908,92138,5,557,1.0,2.0,6.0,1.0,1.0,1.0,105,1764,34239,2716.2,1514.7,70.80000000000018,11013,-5.2999999999999545,17868,11,1.2211981566820278,-4
1,24,14,24,49825,52070,8,591,1.0,4.0,9.0,1.0,1.0,1.0,124,2027,54787,2499.1,1257.3999999999999,175.20000000000027,11296,-170.80000000000018,5254,10,2.0535714285714284,50
1,33,15,38,52999,79159,8,555,1.0,2.0,9.0,2.0,1.0,1.0,144,3431,47494,2360.2,1558.0,-114.19999999999982,13916,376.79999999999995,27722,18,3.7333333333333334,37
1,22,4,49,50329,45279,9,592,1.0,3.0,9.0,2.0,1.0,1.0,107,1798,58043,2284.3999999999996,1392.6,8.599999999999909,15406,125.20000000000005,13759,18,17.204545454545453,4
