win,kills,deaths,assists,gold,dmg,tower,minions,barons,dragons,ttk,tik,ft,fb,vision,ltspl,dto,g_delt,xp_delt,mmr,gold_diff,xp_diff,dmg_diff,kills_diff,kda_diff,vision_score_diff
1,33,16,37,57931,87328,11,559,1.0,4.0,11.0,3.0,1.0,1.0,138,4841,42597,2062.7000000000003,1303.3,140.20000000000005,13137,291.5999999999999,7639,17,2.981060606060606,61
1,38,21,37,57794,83145,11,542,1.0,3.0,11.0,3.0,1.0,1.0,80,3992,41500,1957.7999999999997,1396.8000000000002,-98.39999999999986,8340,57.30000000000018,-7381,17,2.62406015037594,-22
1,39,20,67,53758,75046,4,447,1.0,4.0,4.0,0.0,0.0,1.0,96,2797,53575,2221.0,1583.3999999999999,252.79999999999995,9597,332.9999999999998,8735,19,4.325641025641025,20
1,11,6,8,31925,27708,7,332,0.0,2.0,8.0,1.0,1.0,0.0,65,4198,10634,0.0,0.0,107.59999999999991,11147,-962.1999999999999,14140,5,2.2575757575757573,43
1,51,32,65,71780,154097,9,595,1.0,3.0,9.0,1.0,1.0,0.0,145,3942,44668,1673.8000000000002,1351.1,96.0,7551,184.69999999999982,28068,19,2.017156862745098,26
1,64,42,108,88031,170238,9,638,1.0,4.0,10.0,4.0,0.0,1.0,157,3373,67517,1989.7,1076.0,28.399999999999864,5077,-512.0999999999999,4409,22,2.876488095238095,-53
1,37,18,41,54237,75239,8,463,1.0,3.0,8.0,1.0,1.0,1.0,101,3421,48490,1928.5,1399.6,108.60000000000014,11649,250.29999999999995,26108,19,3.252252252252252,28
1,40,24,89,65648,97303,10,603,1.0,2.0,10.0,2.0,0.0,1.0,116,3483,34985,2164.4,1354.1,57.399999999999864,10052,-8.800000000000182,8157,16,4.175,-3
1,3,1,1,5798,2775,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0,165,0,0.0,0.0,144.4000000000001,1265,0.0,826,2,3.6666666666666665,-2
1,40,29,65,66210,124314,7,671,0.0,4.0,8.0,1.0,0.0,0.0,166,3307,29367,1827.5,1393.7,86.20000000000005,6805,121.20000000000005,3806,11,2.0456896551724135,30
1,40,34,72,68057,132923,7,645,0.0,4.0,8.0,2.0,0.0,0.0,142,2856,42355,1680.0999999999997,1188.4,-0.3999999999998636,3974,-16.800000000000182,26662,6,1.1691176470588234,-18
1,29,11,29,41672,56107,6,395,0.0,2.0,6.0,0.0,0.0,0.0,86,3332,36164,1986.0000000000002,1544.6999999999998,0.40000000000009095,8365,408.7999999999997,18993,18,4.376175548589341,14
1,40,11,75,59313,81578,10,489,1.0,4.0,10.0,2.0,1.0,1.0,147,3653,60585,1866.1999999999998,1209.4,74.40000000000009,13966,-10.999999999999773,11256,29,9.829545454545455,53
1,39,43,73,72887,166408,10,675,1.0,1.0,10.0,2.0,1.0,1.0,142,2602,46795,2050.7,1131.4,-68.80000000000018,5586,-232.79999999999995,30798,-4,-0.1645796064400713,-32
1,22,5,20,38366,40286,4,469,0.0,2.0,4.0,0.0,1.0,0.0,72,1743,24388,0.0,0.0,220.0999999999999,11834,-1091.2,15565,17,7.854545454545455,38
1,27,10,33,55394,56812,10,647,0.0,4.0,11.0,3.0,1.0,0.0,128,2433,43301,2013.6999999999998,1270.0,-45.59999999999991,10947,15.499999999999773,11224,17,5.222222222222222,62
1,29,10,31,43538,45579,7,445,0.0,3.0,7.0,1.0,1.0,0.0,69,2775,29786,0.0,0.0,246.80000000000007,16554,-987.3,17318,20,5.137931034482759,12
1,26,12,41,52833,59280,9,528,1.0,3.0,9.0,2.0,1.0,1.0,99,5087,45455,1951.8000000000002,1242.9,157.79999999999995,12102,116.50000000000023,22266,14,4.314102564102564,26
1,47,34,75,75023,141804,10,629,2.0,3.0,10.0,2.0,1.0,1.0,118,3167,64022,2099.1,1342.5,-86.59999999999991,9740,91.29999999999995,44383,13,2.013767209011264,-13
1,40,29,43,59883,86803,10,519,1.0,4.0,10.0,1.0,1.0,1.0,124,2453,47395,2032.8,1600.1,167.5999999999999,11631,265.1999999999998,8070,11,1.1870689655172415,29
1,35,20,57,64899,114618,9,644,1.0,3.0,9.0,1.0,0.0,1.0,151,5163,41643,1591.3000000000002,1141.8,-51.200000000000045,8324,119.49999999999989,21822,15,3.171428571428571,46
1,36,21,57,62276,100859,5,579,1.0,3.0,6.0,0.0,0.0,1.0,147,4104,34544,1913.8999999999999,1374.3000000000002,-56.0,10893,171.30000000000018,12493,15,3.150793650793651,60
1,26,14,57,48579,65041,8,452,0.0,4.0,9.0,2.0,1.0,0.0,94,5307,38981,1928.2,1370.6999999999998,9.0,11093,342.5999999999999,13226,12,4.620879120879121,4
1,34,25,42,55737,95860,8,603,1.0,3.0,8.0,1.0,0.0,1.0,112,3305,36324,2068.8,1193.8000000000002,-83.40000000000009,5453,-210.29999999999995,17269,9,1.5694117647058823,0
1,35,15,56,51208,78087,7,421,1.0,2.0,7.0,1.0,1.0,1.0,97,2362,50658,2104.0,1316.0,105.20000000000005,9202,-51.200000000000045,17212,20,5.123809523809523,33
1,40,17,64,60272,104053,9,560,0.0,4.0,9.0,2.0,1.0,0.0,123,4997,54378,1938.7,1277.1000000000001,-1.400000000000091,13668,147.70000000000005,23881,23,4.992647058823529,-1
1,37,23,52,54428,81758,9,501,0.0,2.0,11.0,3.0,1.0,0.0,68,2991,27299,2517.5,1229.8,193.20000000000005,11991,126.0,26447,15,2.383078730904818,-11
1,44,46,68,73776,142193,9,634,1.0,5.0,10.0,2.0,0.0,1.0,115,3417,74761,1863.8,1267.8000000000002,-23.799999999999955,3708,-12.5,-8966,-2,-0.20158102766798391,-5
1,35,12,56,51228,83647,11,488,0.0,3.0,11.0,3.0,1.0,0.0,84,3812,43616,2086.8,1402.0,100.40000000000009,16449,399.89999999999986,38142,24,6.861111111111111,6
1,36,30,65,67467,118656,11,571,2.0,4.0,11.0,4.0,0.0,1.0,209,3128,61429,2280.8999999999996,1334.3999999999999,-150.9000000000001,4459,40.59999999999991,25148,6,1.2833333333333332,112
1,21,9,22,31400,33188,4,311,0.0,1.0,4.0,1.0,1.0,0.0,52,1847,16210,0.0,0.0,22.40000000000009,9521,-1149.0,8423,12,4.158730158730158,31
1,21,8,18,33853,38089,4,330,0.0,2.0,4.0,0.0,1.0,0.0,55,2374,17872,0.0,0.0,212.19999999999982,11544,-1068.6000000000001,19966,14,4.351190476190476,31
1,39,22,53,57971,95697,7,537,1.0,3.0,7.0,1.0,0.0,1.0,177,4295,47799,1886.9,1288.1,39.299999999999955,5246,-80.20000000000005,14919,17,3.1068181818181815,60
1,24,23,42,58532,116593,9,570,0.0,3.0,9.0,3.0,1.0,0.0,154,2971,23446,1581.3999999999999,1270.5,122.0,6238,235.0999999999999,28733,1,-0.5471014492753623,15
1,37,27,57,79726,155899,8,732,2.0,6.0,10.0,3.0,0.0,1.0,150,4287,91632,1561.7,1208.6,-61.59999999999991,11032,-128.4000000000001,21435,10,1.5625625625625625,6
1,23,10,22,36664,37627,5,390,0.0,2.0,5.0,1.0,1.0,0.0,71,1686,32340,0.0,0.0,92.79999999999995,8086,-1260.4,13074,13,3.7608695652173916,35
1,42,35,56,74695,127052,9,764,1.0,2.0,11.0,4.0,0.0,0.0,143,4458,42693,1639.8,1297.4,-22.40000000000009,3141,69.30000000000018,5117,8,0.7761904761904761,-33
1,37,31,53,70685,143364,11,637,1.0,3.0,11.0,2.0,0.0,1.0,182,5290,58589,1811.7999999999997,1269.2,-73.79999999999995,1784,-0.6000000000001364,35077,6,0.5518744551002617,17
1,38,32,73,60527,99234,8,504,1.0,5.0,9.0,1.0,1.0,1.0,101,2460,62133,1591.0,1384.3,-161.4000000000001,6386,1.199999999999818,12295,7,1.731907894736842,0
1,38,28,56,68194,94554,9,689,1.0,4.0,10.0,2.0,0.0,1.0,148,3852,61821,1648.4,1230.1,136.20000000000005,7498,13.899999999999864,-4688,10,1.5150375939849625,-46
1,54,37,98,82371,152650,11,643,1.0,4.0,11.0,3.0,1.0,0.0,235,4507,91000,2254.1,1343.6,59.0,9382,199.0,19583,17,2.3858858858858856,69
1,35,9,33,55082,82860,10,601,0.0,4.0,11.0,2.0,0.0,0.0,143,2576,31152,1765.3999999999999,1210.2,-68.79999999999995,12948,-33.799999999999955,28672,26,7.012698412698413,12
